KO_name,KO_type,KO_equipment,KO_target,ZH_name,ZH_type,ZH_equipment,ZH_target,EN_name,EN_type,EN_equipment,EN_target
한 칸 건너뛰며 걷기,협응력,사다리,어르신,跨越式行走,协调力,梯子,老年人,Walking with Skipping a Step,Coordination,Ladder,Elderly
하프콘 투호,협응력,하프콘,어르신,半圆锥投掷,协调力,半圆锥,老年人,Half Cone Toss,Coordination,Half Cone,Elderly
발바닥 치기,협응력,맨몸,어르신,脚底踢击,协调力,无,老年人,Foot Tapping,Coordination,None,Elderly
짐볼 앉아 중심 잡기 루틴 운동,평형성,짐볼,어르신,坐姿稳定球训练,平衡性,瑜伽球,老年人,Seated Stability Ball Routine,Balance,Gym Ball,Elderly
좌우로 선넘기,협응력,맨몸,어르신,左右跨步,协调力,无,老年人,Side Step,Coordination,None,Elderly
앞뒤로 선넘기,협응력,맨몸,어르신,前后跨步,协调力,无,老年人,Forward and Backward Step,Coordination,None,Elderly
스카프 라인,협응력,스카프,어르신,围巾练习,协调力,围巾,老年人,Scarf Line,Coordination,Scarf,Elderly
머리 위로 공 넘기기,협응력,공,어르신,头顶传球,协调力,球,老年人,Overhead Ball Pass,Coordination,Ball,Elderly
풍선 튕기기,협응력,풍선,어르신,弹跳气球,协调力,气球,老年人,Bouncing Balloon,Coordination,Balloon,Elderly
스카프 저글링,협응력,스카프,어르신,围巾抛接,协调力,围巾,老年人,Scarf Juggling,Coordination,Scarf,Elderly
짐볼 앉아 한발 들기,평형성,짐볼,어르신,坐姿单腿举起,平衡性,瑜伽球,老年人,Seated Single Leg Raise,Balance,Gym Ball,Elderly
성화봉송,협응력,라바콘/공,어르신,手杖传球,协调力,棒球棒/球,老年人,Baton Passing,Coordination,Baton/Ball,Elderly
짐볼 앉아 양손 대각방향으로 들기,평형성,짐볼,어르신,坐姿双手交替举起,平衡性,瑜伽球,老年人,Seated Alternating Hands Lift,Balance,Gym Ball,Elderly
짐볼 앉아 한발 내딛기,평형성,짐볼,어르신,坐姿单脚踏出,平衡性,瑜伽球,老年人,Seated Single Leg Step,Balance,Gym Ball,Elderly
균형 걷기,평형성,맨몸,어르신,平衡行走,平衡性,无,老年人,Balance Walking,Balance,None,Elderly
서서 다리로 탄력밴드 당겨 중심 잡기 루틴 운동,평형성,탄력밴드,어르신,站立用弹力带拉伸身体,平衡性,弹力带,老年人,Standing Elastic Band Pull to Maintain Balance Routine,Balance,Elastic Band,Elderly
짐볼 앉기,평형성,짐볼,어르신,坐姿球训练,平衡性,瑜伽球,老年人,Seated Ball Exercise,Balance,Gym Ball,Elderly
탄력밴드 무릎으로 당기기,평형성,탄력밴드,어르신,膝部弹力带拉伸,平衡性,弹力带,老年人,Knee Elastic Band Pull,Balance,Elastic Band,Elderly
짐볼 앉아 양손 측면으로 들기,평형성,짐볼,어르신,坐姿双手侧向举起,平衡性,瑜伽球,老年人,Seated Side Raise with Both Hands,Balance,Gym Ball,Elderly
탄력밴드 측면으로 당기기,평형성,탄력밴드,어르신,侧向弹力带拉伸,平衡性,弹力带,老年人,Side Elastic Band Pull,Balance,Elastic Band,Elderly
짐볼 앉아 뒤꿈치 들기,평형성,짐볼,어르신,坐姿举起后脚跟,平衡性,瑜伽球,老年人,Seated Heel Raise,Balance,Gym Ball,Elderly
탄력밴드 후방 측면으로 당기기,평형성,탄력밴드,어르신,后方侧向弹力带拉伸,平衡性,弹力带,老年人,Rear Side Elastic Band Pull,Balance,Elastic Band,Elderly
짐볼 앉아 몸통 돌리기,평형성,짐볼,어르신,坐姿转体,平衡性,瑜伽球,老年人,Seated Torso Rotation,Balance,Gym Ball,Elderly
짐볼 앉아 상체 숙이기,평형성,짐볼,어르신,坐姿前倾,平衡性,瑜伽球,老年人,Seated Forward Bend,Balance,Gym Ball,Elderly
짐볼 앉아 한손 측면으로 들기,평형성,짐볼,어르신,坐姿单手侧向举起,平衡性,瑜伽球,老年人,Seated One-Handed Side Raise,Balance,Gym Ball,Elderly
짐볼 앉아 양 손 가슴 교차,평형성,짐볼,어르신,坐姿双手交叉胸部训练,平衡性,瑜伽球,老年人,Seated Cross-Arm Chest Exercise,Balance,Gym Ball,Elderly
베개 밟고 서기,평형성,베개,어르신,站立踩枕头,平衡性,枕头,老年人,Standing on Pillow,Balance,Pillow,Elderly
의자 이용 중심 잡기 루틴 운동,평형성,의자,어르신,使用椅子的平衡练习,平衡性,椅子,老年人,Balance Routine with Chair,Balance,Chair,Elderly
베개 밟고 교차 서기,평형성,베개,어르신,踩枕头交叉站立,平衡性,枕头,老年人,Cross-Standing on Pillow,Balance,Pillow,Elderly
베개 밟고 대각방향으로 서기,평형성,베개,어르신,踩枕头斜向站立,平衡性,枕头,老年人,Diagonal Standing on Pillow,Balance,Pillow,Elderly
베개 밟고 두발 모아 서기,평형성,베개,어르신,踩枕头并拢站立,平衡性,枕头,老年人,Standing with Feet Together on Pillow,Balance,Pillow,Elderly
의자잡고 후방으로 무릎 굽혀 들기,평형성,의자,어르신,扶椅子后弯膝抬举,平衡性,椅子,老年人,Chair-Assisted Backward Knee Bend Lift,Balance,Chair,Elderly
의자 잡고 전방으로 무릎 굽혀 들기,평형성,의자,어르신,扶椅子前弯膝抬举,平衡性,椅子,老年人,Chair-Assisted Forward Knee Bend Lift,Balance,Chair,Elderly
베개 밟고 위로 양팔 들기,평형성,베개,어르신,踩枕头抬双臂,平衡性,枕头,老年人,Lifting Both Arms on Pillow,Balance,Pillow,Elderly
베개 밟고 측면으로 양팔 들기,평형성,베개,어르신,踩枕头侧身抬双臂,平衡性,枕头,老年人,Lifting Both Arms Sideways on Pillow,Balance,Pillow,Elderly
탄력밴드 걸고 서기,평형성,탄력밴드,어르신,绑上弹力带站立,平衡性,弹力带,老年人,Standing with Resistance Band,Balance,Resistance Band,Elderly
탄력밴드 전방으로 당기기,평형성,탄력밴드,어르신,向前拉伸弹力带,平衡性,弹力带,老年人,Pulling Resistance Band Forward,Balance,Resistance Band,Elderly
탄력밴드 후방으로 당기기,평형성,탄력밴드,어르신,向后拉伸弹力带,平衡性,弹力带,老年人,Pulling Resistance Band Backward,Balance,Resistance Band,Elderly
한발 들기,평형성,맨몸,어르신,单脚站立,平衡性,无,老年人,Single Leg Stand,Balance,Bodyweight,Elderly
양발 나란히 서기,평형성,맨몸,어르신,双脚并立,平衡性,无,老年人,Standing with Feet Together,Balance,None,Elderly
의자 잡고 한발 들기,평형성,의자,어르신,扶椅单腿站立,平衡性,椅子,老年人,Single Leg Stand with Chair Support,Balance,Chair,Elderly
좌우 찍기,평형성,맨몸,어르신,左右触地,平衡性,无,老年人,Side-to-Side Touch,Balance,None,Elderly
의자 잡고 측면으로 한발 들기,평형성,의자,어르신,扶着椅子侧抬一腿,平衡性,椅子,老年人,Side Leg Lift with Chair Support,Balance,Chair,Elderly
의자 잡고 후방으로 한발 뻗어 들기,평형성,의자,어르신,扶着椅子后伸一腿,平衡性,椅子,老年人,Back Leg Extension with Chair Support,Balance,Chair,Elderly
의자 잡고 서기,평형성,의자,어르신,扶着椅子站立,平衡性,椅子,老年人,Chair Support Standing,Balance,Chair,Elderly
가슴 스트레칭,유연성,폼롤러,어르신,胸部拉伸,柔韧性,泡沫轴,老年人,Chest Stretch,Flexibility,Foam Roller,Elderly
옆으로 누워 가슴 열기,유연성,폼롤러,어르신,侧卧开胸,柔韧性,泡沫轴,老年人,Side-Lying Chest Opener,Flexibility,Foam Roller,Elderly
폼롤러 밀며 몸 앞으로 숙이기,유연성,폼롤러,어르신,推泡沫轴前屈,柔韧性,泡沫轴,老年人,Forward Bend with Foam Roller,Flexibility,Foam Roller,Elderly
옆으로 누워 폼롤러 굴려주기,유연성,폼롤러,어르신,侧卧泡沫轴按摩,柔韧性,泡沫轴,老年人,Side-Lying Foam Rolling,Flexibility,Foam Roller,Elderly
폼롤러 앞으로 굴리기,유연성,폼롤러,어르신,泡沫轴前滚,柔韧性,泡沫轴,老年人,Foam Rolling Forward,Flexibility,Foam Roller,Elderly
척추 스트레칭,유연성,폼롤러,어르신,脊柱伸展,柔韧性,泡沫轴,老年人,Spinal Stretching,Flexibility,Foam Roller,Elderly
엉덩이 스트레칭,유연성,짐볼,어르신,臀部伸展,柔韧性,瑜伽球,老年人,Hip Stretching,Flexibility,Yoga Ball,Elderly
짐볼 양팔로 밀기,유연성,짐볼,어르신,瑜伽球双臂推,柔韧性,瑜伽球,老年人,Yoga Ball Arm Push,Flexibility,Yoga Ball,Elderly
복부 스트레칭,유연성,짐볼,어르신,腹部伸展,柔韧性,瑜伽球,老年人,Abdominal Stretching,Flexibility,Yoga Ball,Elderly
골반 스트레칭,유연성,짐볼,어르신,骨盆伸展,柔韧性,瑜伽球,老年人,Pelvic Stretching,Flexibility,Yoga Ball,Elderly
어깨 올리기,유연성,폼롤러,어르신,抬肩运动,柔韧性,泡沫轴,老年人,Shoulder Lifts,Flexibility,Foam Roller,Elderly
등 스트레칭,유연성,짐볼,어르신,背部伸展,柔韧性,瑜伽球,老年人,Back Stretching,Flexibility,Yoga Ball,Elderly
팔 교대로 올리기,유연성,폼롤러,어르신,交替抬臂,柔韧性,泡沫轴,老年人,Alternating Arm Raises,Flexibility,Foam Roller,Elderly
골반 스트레칭2,유연성,짐볼,어르신,髋部伸展,柔韧性,瑜伽球,老年人,Hip Stretching,Flexibility,Yoga Ball,Elderly
무릎 아래에서 양옆으로 굴리기,유연성,짐볼,어르신,膝下左右滚动,柔韧性,瑜伽球,老年人,Rolling Side to Side Below Knees,Flexibility,Yoga Ball,Elderly
어깨 스트레칭,유연성,폼롤러,어르신,肩部伸展,柔韧性,泡沫轴,老年人,Shoulder Stretching,Flexibility,Foam Roller,Elderly
짐볼 옆에 두고 어깨 누르기,유연성,짐볼,어르신,肩部按摩,柔韧性,瑜伽球,老年人,Shoulder Massage,Flexibility,Yoga Ball,Elderly
대퇴사두근 스트레칭,유연성,의자,어르신,大腿内侧肌肉拉伸,柔韧性,椅子,老年人,Adductor Stretch,Flexibility,Chair,Elderly
비복근 스트레칭,유연성,의자,어르신,腹肌拉伸,柔韧性,椅子,老年人,Abdominal Stretch,Flexibility,Chair,Elderly
옆구리 스트레칭,유연성,의자,어르신,侧身拉伸,柔韧性,椅子,老年人,Side Stretch,Flexibility,Chair,Elderly
내전근 스트레칭,유연성,의자,어르신,内侧肌肉拉伸,柔韧性,椅子,老年人,Inner Thigh Stretch,Flexibility,Chair,Elderly
가슴 스트레칭,유연성,의자,어르신,胸部拉伸,柔韧性,椅子,老年人,Chest Stretch,Flexibility,Chair,Elderly
발가락 폄근 스트레칭,유연성,의자,어르신,脚趾伸展,柔韧性,椅子,老年人,Toe Stretch,Flexibility,Chair,Elderly
등/어깨 뒤쪽 스트레칭,유연성,의자,어르신,背部/肩部后伸展,柔韧性,椅子,老年人,Back/Shoulder Stretch,Flexibility,Chair,Elderly
몸 앞으로 굽히기,유연성,의자,어르신,前屈,柔韧性,椅子,老年人,Forward Bend,Flexibility,Chair,Elderly
엉덩이 스트레칭,유연성,의자,어르신,臀部拉伸,柔韧性,椅子,老年人,Hip Stretch,Flexibility,Chair,Elderly
짐볼 앞으로 밀기,유연성,짐볼,어르신,前推瑜伽球,柔韧性,瑜伽球,老年人,Forward Push with Gym Ball,Flexibility,Gym Ball,Elderly
팔꿈치 맞닿아 원그리기,유연성,의자,어르신,肘部接触画圆,柔韧性,椅子,老年人,Elbows Touching Circle Drawing,Flexibility,Chair,Elderly
짐볼 양옆으로 굴리기,유연성,짐볼,어르신,瑜伽球侧滚,柔韧性,瑜伽球,老年人,Rolling Gym Ball Sideways,Flexibility,Gym Ball,Elderly
대퇴이두근 스트레칭,유연성,맨몸,어르신,大腿肌肉拉伸,柔韧性,无,老年人,Quadriceps Stretch,Flexibility,None,Elderly
고관절 스트레칭,유연성,맨몸,어르신,髋关节拉伸,柔韧性,无,老年人,Hip Joint Stretch,Flexibility,None,Elderly
대퇴이두근 스트레칭2,유연성,맨몸,어르신,大腿肌肉拉伸2,柔韧性,无,老年人,Quadriceps Stretch 2,Flexibility,None,Elderly
마주 앉아 대퇴이두근 스트레칭,유연성,맨몸,어르신,对坐大腿肌肉拉伸,柔韧性,无,老年人,Seated Quadriceps Stretch,Flexibility,None,Elderly
등 대고 대퇴이두근 스트레칭,유연성,맨몸,어르신,仰卧大腿肌肉拉伸,柔韧性,无,老年人,Supine Quadriceps Stretch,Flexibility,None,Elderly
대퇴사두근 스트레칭,유연성,맨몸,어르신,大腿内侧肌肉拉伸,柔韧性,无,老年人,Adductor Stretch,Flexibility,None,Elderly
목 스트레칭,유연성,의자,어르신,颈部伸展,柔韧性,椅子,老年人,Neck Stretch,Flexibility,Chair,Elderly
몸통 비틀기,유연성,의자,어르신,躯干扭转,柔韧性,椅子,老年人,Trunk Rotation,Flexibility,Chair,Elderly
마주 앉아 대퇴이두근 스트레칭2,유연성,맨몸,어르신,对坐大腿肌肉拉伸2,柔韧性,无,老年人,Seated Quadriceps Stretch 2,Flexibility,None,Elderly
종아리 스트레칭,유연성,맨몸,어르신,小腿伸展,柔韧性,无,老年人,Calf Stretch,Flexibility,None,Elderly
엉덩이 스트레칭2,유연성,맨몸,어르신,臀部伸展2,柔韧性,无,老年人,Hip Stretch 2,Flexibility,None,Elderly
어깨 스트레칭,유연성,맨몸,어르신,肩部伸展,柔韧性,无,老年人,Shoulder Stretch,Flexibility,None,Elderly
골반 스트레칭,유연성,맨몸,어르신,骨盆伸展,柔韧性,无,老年人,Pelvic Stretch,Flexibility,None,Elderly
몸통 앞으로 굽혀 걷기,유연성,맨몸,어르신,弯腰前行,柔韧性,无,老年人,Forward Bend Walk,Flexibility,None,Elderly
어깨 양 옆으로 돌리기,유연성,맨몸,어르신,肩部侧转,柔韧性,无,老年人,Shoulder Rotation,Flexibility,None,Elderly
골반 스트레칭2,유연성,맨몸,어르신,骨盆伸展2,柔韧性,无,老年人,Pelvic Stretch 2,Flexibility,None,Elderly
전신 틀어 손벽 마주치기,유연성,맨몸,어르신,全身扭转触手墙,柔韧性,无,老年人,Full Body Twist and Touch Wall,Flexibility,None,Elderly
가슴/어깨 스트레칭,유연성,맨몸,어르신,胸部/肩部伸展,柔韧性,无,老年人,Chest/Shoulder Stretch,Flexibility,None,Elderly
어깨 스트레칭,유연성,맨몸,어르신,肩部伸展,柔韧性,无,老年人,Shoulder Stretch,Flexibility,None,Elderly
몸통 비틀기,유연성,맨몸,어르신,躯干扭转,柔韧性,无,老年人,Trunk Rotation,Flexibility,None,Elderly
회전근개 스트레칭2,유연성,맨몸,어르신,股四头肌伸展2,柔韧性,无,老年人,Piriformis Stretch 2,Flexibility,None,Elderly
몸통 비틀기,유연성,맨몸,어르신,躯干扭转,柔韧性,无,老年人,Trunk Rotation,Flexibility,None,Elderly
회전근개 스트레칭,유연성,맨몸,어르신,旋转腱鞘伸展,柔韧性,无,老年人,Piriformis Stretch,Flexibility,None,Elderly
어깨 뒤쪽 스트레칭,유연성,맨몸,어르신,肩部后伸展,柔韧性,无,老年人,Shoulder Back Stretch,Flexibility,None,Elderly
허리 스트레칭,유연성,맨몸,어르신,腰部伸展,柔韧性,无,老年人,Lower Back Stretch,Flexibility,None,Elderly
넙다리 안쪽 스트레칭,유연성,맨몸,어르신,大腿内侧伸展,柔韧性,无,老年人,Inner Thigh Stretch,Flexibility,None,Elderly
넙다리 앞쪽 스트레칭,유연성,맨몸,어르신,大腿前侧伸展,柔韧性,无,老年人,Front Thigh Stretch,Flexibility,None,Elderly
양팔 벌려 전신 비틀기,유연성,맨몸,어르신,全身扭转手臂展开,柔韧性,无,老年人,Full Body Twist with Arms Outstretched,Flexibility,None,Elderly
아래 팔 스트레칭,유연성,맨몸,어르신,下臂伸展,柔韧性,无,老年人,Forearm Stretch,Flexibility,None,Elderly
목 돌림 스트레칭,유연성,맨몸,어르신,转颈伸展,柔韧性,无,老年人,Neck Rotation Stretch,Flexibility,None,Elderly
회전근개 스트레칭,유연성,맨몸,어르신,旋转肌腱伸展,柔韧性,无,老年人,Rotator Cuff Stretch,Flexibility,None,Elderly
배 스트레칭,유연성,맨몸,어르신,腹部伸展,柔韧性,无,老年人,Abdominal Stretch,Flexibility,None,Elderly
옆구리 스트레칭,유연성,맨몸,어르신,侧腰伸展,柔韧性,无,老年人,Side Stretch,Flexibility,None,Elderly
깍지 끼고 상체 숙이기,유연성,맨몸,어르신,弯腰抓脚趾,柔韧性,无,老年人,Toe Touches,Flexibility,None,Elderly
누워서 전신 뻗기,유연성,맨몸,어르신,仰卧全身伸展,柔韧性,无,老年人,Supine Full Body Stretch,Flexibility,None,Elderly
목 스트레칭,유연성,맨몸,어르신,颈部伸展,柔韧性,无,老年人,Neck Stretch,Flexibility,None,Elderly
등/어깨 뒤쪽 스트레칭,유연성,맨몸,어르신,背部/肩部后伸展,柔韧性,无,老年人,Upper Back/Shoulder Stretch,Flexibility,None,Elderly
앉아서 밴드 잡고 몸통 돌리기,근력/근지구력,밴드/의자,어르신,坐姿用带扭转身体,肌力/耐力,杠铃/椅子,老年人,Seated Band Twist,Strength/Endurance,Band/Chair,Elderly
밴드 잡고 몸통 옆으로 굽히기,근력/근지구력,밴드,어르신,坐姿用带侧弯,肌力/耐力,带子,老年人,Seated Band Side Bend,Strength/Endurance,Band,Elderly
엎드려 양팔 및 다리 들어올리기,근력/근지구력,맨몸,어르신,仰卧抬臂抬腿,肌力/耐力,无,老年人,Supine Arm and Leg Raises,Strength/Endurance,None,Elderly
의자에 앉아 등 굽혔다 펴기,근력/근지구력,의자,어르신,坐姿背部弯曲和伸展,肌力/耐力,椅子,老年人,Seated Back Flexion and Extension,Strength/Endurance,Chair,Elderly
짐볼에서 몸통 돌리기,근력/근지구력,짐볼,어르신,瑜伽球躯干转动,肌力/耐力,瑜伽球,老年人,Stability Ball Trunk Rotation,Strength/Endurance,Stability Ball,Elderly
다리로 짐볼 들어올리기,근력/근지구력,짐볼,어르신,腿部抬举瑜伽球,肌力/耐力,瑜伽球,老年人,Leg Lifts with Stability Ball,Strength/Endurance,Stability Ball,Elderly
짐볼에서 엉덩이 돌리기,근력/근지구력,짐볼,어르신,瑜伽球臀部转动,肌力/耐力,瑜伽球,老年人,Stability Ball Hip Rotation,Strength/Endurance,Stability Ball,Elderly
짐볼에서 윗몸 일으키기,근력/근지구력,짐볼,어르신,瑜伽球仰卧起坐,肌力/耐力,瑜伽球,老年人,Stability Ball Sit-Up,Strength/Endurance,Stability Ball,Elderly
벽에서 팔굽혀 펴기,근력/근지구력,맨몸,어르신,墙壁俯卧撑,肌力/耐力,无,老年人,Wall Push-Up,Strength/Endurance,None,Elderly
몸통 들어올리기,근력/근지구력,맨몸,어르신,上体抬起,肌力/耐力,无,老年人,Upper Body Lift,Strength/Endurance,None,Elderly
물통으로 양팔 들어올리기,근력/근지구력,물병,어르신,举水瓶,肌力/耐力,水瓶,老年人,Water Bottle Raises,Strength/Endurance,Water Bottle,Elderly
누워서 공 뒤로 내리고 당기기,근력/근지구력,공,어르신,仰卧抛接球,肌力/耐力,球,老年人,Supine Ball Throws,Strength/Endurance,Ball,Elderly
밴드 머리 뒤로 들어올리기,근력/근지구력,밴드,어르신,用绷带将头向后举起,肌力/肌耐力,杠铃,老年人,Band Head Raise Backward,Muscle Strength/Muscular Endurance,Band,Elderly
플렉스 바 비틀기,근력/근지구력,맨몸,어르신,弯曲撑杆扭动,肌力/肌耐力,无,老年人,Flex Bar Twist,Muscle Strength/Muscular Endurance,None,Elderly
엎드려 뒤로 다리 올리기,근력/근지구력,맨몸,어르신,仰卧抬腿,肌力/肌耐力,无,老年人,Lying Leg Raises,Muscle Strength/Muscular Endurance,None,Elderly
밴드 잡고 누워서 다리 밀기,근력/근지구력,밴드,어르신,用带拉伸躺下推腿,肌力/肌耐力,杠铃,老年人,Band-Assisted Leg Press,Muscle Strength/Muscular Endurance,Band,Elderly
볼 위에 앉아 밴드 양옆으로 당기기,근력/근지구력,짐볼/밴드,어르신,坐在球上拉伸带,肌力/肌耐力,瑜伽球/带,老年人,Seated Band Pull Apart on Ball,Muscle Strength/Muscular Endurance,Gym Ball/Band,Elderly
짐볼 들고 양옆으로 돌리기,근력/근지구력,짐볼,어르신,扭转摇摆,肌力/肌耐力,球,老年人,Ball Rotation,Muscle Strength/Muscular Endurance,Gym Ball,Elderly
의자에 앉아 볼 돌리기,근력/근지구력,공,어르신,椅子上旋转球体运动,肌力/肌耐力,球,老年人,Seated Ball Rotations,Muscle Strength/Muscular Endurance,Ball,Elderly
의자 앉아 다리로 짐볼 쥐기,근력/근지구력,짐볼/의자,어르신,坐椅子用腿抓球,肌力/肌耐力,球/椅子,老年人,Seated Leg Ball Grip,Muscle Strength/Muscular Endurance,Ball/Chair,Elderly
물병 들고 한발 앞으로 내밀고 앉았다 일어서기,근력/근지구력,물병,어르신,手持水瓶单腿前倾起坐,肌力/肌耐力,水瓶,老年人,Single-Leg Forward Reach with Water Bottle Sit-to-Stand,Muscle Strength/Muscular Endurance,Water Bottle,Elderly
밴드 걸고 누워서 다리 들어올리기,근력/근지구력,밴드,어르신,平躺抬腿绑带运动,肌力/肌耐力,伸缩带,老年人,Supine Leg Raises with Resistance Band,Muscle Strength/Muscular Endurance,Resistance Band,Elderly
목봉잡고 앉았다 일어나기,근력/근지구력,목봉,어르신,抓住颈横杆坐起站立,肌力/肌耐力,颈横杆,老年人,Pull-up Bar Sit-to-Stand,Muscle Strength/Muscular Endurance,Pull-up Bar,Elderly
앉아서 덤벨로 손목 굽히기,근력/근지구력,프리웨이트,어르신,坐姿哑铃手腕弯曲,肌力/肌耐力,哑铃,老年人,Seated Dumbbell Wrist Flexion,Muscle Strength/Muscular Endurance,Dumbbell,Elderly
서서 팔꿈치 펴기,근력/근지구력,웨이트기계,어르신,站立伸展肘部,肌力/肌耐力,杠铃器械,老年人,Standing Elbow Extension,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
밴드 걸고 엎드려서 다리 구부리기,근력/근지구력,밴드,어르신,挂弹力带俯卧屈腿,肌力/肌耐力,弹力带,老年人,Prone Leg Curl with Resistance Band,Muscle Strength/Muscular Endurance,Resistance Band,Elderly
밴드 걸고 옆으로 누워 다리 올리기,근력/근지구력,밴드,어르신,侧卧挂弹力带抬腿,肌力/肌耐力,弹力带,老年人,Side-Lying Leg Lifts with Resistance Band,Muscle Strength/Muscular Endurance,Resistance Band,Elderly
앉아서 어깨 위로 밀기,근력/근지구력,웨이트기계,어르신,坐姿推举,肌力/肌耐力,杠铃器械,老年人,Seated Shoulder Press,Muscle Strength/Muscular Endurance,Weight Machine,Elderl
짐볼 이용해 앉았다 일어서기,근력/근지구력,짐볼,어르신,坐姿球体起立,肌力/肌耐力,健身球,老年人,Seated Ball Stand-Up,Muscle Strength/Muscular Endurance,Gym Ball,Elderly
밴드 걸고 앉아서 발등 굽힘,근력/근지구력,밴드,어르신,挂弹力带坐姿足背屈曲,肌力/肌耐力,弹力带,老年人,Seated Dorsiflexion with Resistance Band,Muscle Strength/Muscular Endurance,Resistance Band,Elderly
앉아서 팔꿈치 굽히기,근력/근지구력,웨이트기계,어르신,坐姿弯曲肘部,肌力/肌耐力,杠铃器械,老年人,Seated Elbow Flexion,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
공 잡고 들어올리기,근력/근지구력,짐볼,어르신,握球抬举,肌力/肌耐力,健身球,老年人,Ball Lift,Muscle Strength/Muscular Endurance,Gym Ball,Elderly
덤벨 잡고 뒤꿈치 들기,근력/근지구력,프리웨이트,어르신,握哑铃后举,肌力/肌耐力,哑铃,老年人,Dumbbell Rear Deltoid Raise,Muscle Strength/Muscular Endurance,Dumbbell,Elderly
앉아서 다리 밀기 ,근력/근지구력,웨이트기계,어르신,坐姿腿部推举,肌力/肌耐力,杠铃器械,老年人,Seated Leg Press,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
바벨 당겨 올리기,근력/근지구력,프리웨이트,어르신,杠铃提拉,肌力/肌耐力,杠铃,老年人,Barbell Pull-Up,Muscle Strength/Muscular Endurance,Barbell,Elderly
덤벨 잡고 한발 내밀어 굽혔다 펴기,근력/근지구력,프리웨이트,어르신,握哑铃单腿屈伸,肌力/肌耐力,哑铃,老年人,Dumbbell Single-Leg Curl and Extension,Muscle Strength/Muscular Endurance,Dumbbell,Elderly
누워서 가슴 밀기,근력/근지구력,웨이트기계,어르신,仰卧推举,肌力/肌耐力,杠铃器械,老年人,Bench Press,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
몸통 들어올리기,근력/근지구력,웨이트기계,어르신,仰卧起坐,肌力/肌耐力,杠铃器械,老年人,Sit-Up,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
앉아서 당겨 내리기,근력/근지구력,웨이트기계,어르신,坐姿划船,肌力/肌耐力,杠铃器械,老年人,Seated Row,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
앉아서 뒤로 당기기,근력/근지구력,웨이트기계,어르신,坐姿拉背,肌力/肌耐力,杠铃器械,老年人,Seated Lat Pulldown,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
서서 다리 모으고 벌리기,근력/근지구력,웨이트기계,어르신,站立腿部内外收缩,肌力/肌耐力,杠铃器械,老年人,Standing Leg Abduction/Adduction,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
덤벨 잡고 몸통 옆으로 굽히기,근력/근지구력,프리웨이트,어르신,握哑铃侧身屈腰,肌力/肌耐力,哑铃,老年人,Dumbbell Side Bend,Muscle Strength/Muscular Endurance,Free Weight,Elderly
앉아서 몸통 움츠리기,근력/근지구력,웨이트기계,어르신,坐姿俯身,肌力/肌耐力,杠铃器械,老年人,Seated Forward Bend,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
앉아서 가슴 모으기,근력/근지구력,웨이트기계,어르신,坐姿收胸,肌力/肌耐力,杠铃器械,老年人,Seated Chest Press,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
수영,심폐지구력,수중운동,어르신,游泳,心肺耐力,水中运动,老年人,Swimming,Cardiovascular Endurance,Aquatic Exercise,Elderly
덤벨 잡고 앉았다 일어서기,근력/근지구력,프리웨이트,어르신,坐起站立,肌力/肌耐力,哑铃,老年人,Dumbbell Sit-to-Stand,Muscle Strength/Muscular Endurance,Free Weight,Elderly
바벨 잡고 들어올리기,근력/근지구력,프리웨이트,어르신,举起杠铃,肌力/肌耐力,自由重量,老年人,Barbell Lift,Muscle Strength/Muscular Endurance,Free Weights,Elderly
엎드려서 다리 굽히기 ,근력/근지구력,웨이트기계,어르신,仰卧腿部弯曲,肌力/肌耐力,杠铃器械,老年人,Leg Curl (Prone),Muscle Strength/Muscular Endurance,Weight Machine,Elderly
아쿠아로빅 운동 프로그램 루틴,심폐지구력,수중운동,어르신,水中有氧运动课程,心肺耐力,水中运动,老年人,Aquarobic Exercise Routine,Cardiovascular Endurance,Aquatic Exercise,Elderly
앉아서 다리 펴기,근력/근지구력,웨이트기계,어르신,坐姿腿部伸展,肌力/肌耐力,杠铃器械,老年人,Seated Leg Extension,Muscle Strength/Muscular Endurance,Weight Machine,Elderly
아쿠아로빅-발 닿기,심폐지구력,수중운동,어르신,水中触脚,心肺耐力,水中器械,老年人,Aquatic Toe Touch,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
아쿠아로빅-물당기기/밀기,심폐지구력,수중운동,어르신,水中拉/推,心肺耐力,水中器械,老年人,Aquatic Pull/Push,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
아쿠아로빅-옆구리 늘리기,심폐지구력,수중운동,어르신,水中侧弯,心肺耐力,水中器械,老年人,Aquatic Side Bends,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
